"suburb","state","postcode"
"BLACKALLS PARK","NSW","2283"
"BOLTON POINT","NSW","2283"
"BUTTABA","NSW","2283"
"CAREY BAY","NSW","2283"
"COAL POINT","NSW","2283"
"FASSIFERN","NSW","2283"
"FENNELL BAY","NSW","2283"
"FISHING POINT","NSW","2283"
"KILABEN BAY","NSW","2283"
"RATHMINES","NSW","2283"
"TORONTO","NSW","2283"
"ARGENTON","NSW","2284"
"BOOLAROO","NSW","2284"
"BOORAGUL","NSW","2284"
"MARMONG POINT","NSW","2284"
"SPEERS POINT","NSW","2284"
"TERALBA","NSW","2284"
"WOODRISING","NSW","2284"
"CAMERON PARK","NSW","2285"
"CARDIFF","NSW","2285"
"CARDIFF HEIGHTS","NSW","2285"
"CARDIFF SOUTH","NSW","2285"
"EDGEWORTH","NSW","2285"
"GLENDALE","NSW","2285"
"MACQUARIE HILLS","NSW","2285"
"HOLMESVILLE","NSW","2286"
"SEAHAMPTON","NSW","2286"
"WEST WALLSEND","NSW","2286"
"BIRMINGHAM GARDENS","NSW","2287"
"ELERMORE VALE","NSW","2287"
"FLETCHER","NSW","2287"
"MARYLAND","NSW","2287"
"MINMI","NSW","2287"
"RANKIN PARK","NSW","2287"
"WALLSEND","NSW","2287"
"ADAMSTOWN","NSW","2289"
"ADAMSTOWN HEIGHTS","NSW","2289"
"GARDEN SUBURB","NSW","2289"
"HIGHFIELDS","NSW","2289"
"KOTARA","NSW","2289"
"KOTARA SOUTH","NSW","2289"
"CHARLESTOWN","NSW","2290"
"DUDLEY","NSW","2290"
"GATESHEAD","NSW","2290"
"HILLSBOROUGH","NSW","2290"
"KAHIBAH","NSW","2290"
"MOUNT HUTTON","NSW","2290"
"REDHEAD","NSW","2290"
"TINGIRA HEIGHTS","NSW","2290"
"WHITEBRIDGE","NSW","2290"
"MEREWETHER","NSW","2291"
"MEREWETHER HEIGHTS","NSW","2291"
"THE JUNCTION","NSW","2291"
"BROADMEADOW","NSW","2292"
"HAMILTON NORTH","NSW","2292"
"MARYVILLE","NSW","2293"
"WICKHAM","NSW","2293"
"CARRINGTON","NSW","2294"
"FERN BAY","NSW","2295"
"STOCKTON","NSW","2295"
"ISLINGTON","NSW","2296"
"TIGHES HILL","NSW","2297"
"GEORGETOWN","NSW","2298"
"WARATAH","NSW","2298"
"WARATAH WEST","NSW","2298"
"JESMOND","NSW","2299"
"LAMBTON","NSW","2299"
"NORTH LAMBTON","NSW","2299"
"BAR BEACH","NSW","2300"
"COOKS HILL","NSW","2300"
"NEWCASTLE","NSW","2300"
"NEWCASTLE EAST","NSW","2300"
"THE HILL","NSW","2300"
"NEWCASTLE WEST","NSW","2302"
"HAMILTON","NSW","2303"
"HAMILTON EAST","NSW","2303"
"HAMILTON SOUTH","NSW","2303"
"MAYFIELD","NSW","2304"
"MAYFIELD EAST","NSW","2304"
"MAYFIELD WEST","NSW","2304"
"SANDGATE","NSW","2304"
"WARABROOK","NSW","2304"
"NEW LAMBTON","NSW","2305"
"NEW LAMBTON HEIGHTS","NSW","2305"
"WINDALE","NSW","2306"
"SHORTLAND","NSW","2307"
"ALLYNBROOK","NSW","2311"
"EAST GRESFORD","NSW","2311"
"GRESFORD","NSW","2311"
"MOUNT RIVERS","NSW","2311"
"MINIMBAH","NSW","2312"
"NABIAC","NSW","2312"
"CORLETTE","NSW","2315"
"FINGAL BAY","NSW","2315"
"NELSON BAY","NSW","2315"
"SHOAL BAY","NSW","2315"
"ANNA BAY","NSW","2316"
"BOAT HARBOUR","NSW","2316"
"BOBS FARM","NSW","2316"
"FISHERMANS BAY","NSW","2316"
"ONE MILE","NSW","2316"
"ONE MILE BEACH","NSW","2316"
"TAYLORS BEACH","NSW","2316"
"SALAMANDER BAY","NSW","2317"
"SOLDIERS POINT","NSW","2317"
"CAMPVALE","NSW","2318"
"FERODALE","NSW","2318"
"FULLERTON COVE","NSW","2318"
"MEDOWIE","NSW","2318"
"OYSTER COVE","NSW","2318"
"SALT ASH","NSW","2318"
"WILLIAMTOWN","NSW","2318"
"LEMON TREE PASSAGE","NSW","2319"
"MALLABULA","NSW","2319"
"TANILBA BAY","NSW","2319"
"ABERGLASSLYN","NSW","2320"
"ANAMBAH","NSW","2320"
"BOLWARRA","NSW","2320"
"BOLWARRA HEIGHTS","NSW","2320"
"FARLEY","NSW","2320"
"GLEN OAK","NSW","2320"
"GOSFORTH","NSW","2320"
"HORSESHOE BEND","NSW","2320"
"KEINBAH","NSW","2320"
"LARGS","NSW","2320"
"LORN","NSW","2320"
"LOUTH PARK","NSW","2320"
"MAITLAND","NSW","2320"
"MAITLAND VALE","NSW","2320"
"MELVILLE","NSW","2320"
"OAKHAMPTON","NSW","2320"
"POKOLBIN","NSW","2320"
"RUTHERFORD","NSW","2320"
"SOUTH MAITLAND","NSW","2320"
"TELARAH","NSW","2320"
"WALLALONG","NSW","2320"
"WINDELLA","NSW","2320"
"BERRY PARK","NSW","2321"
"BUTTERWICK","NSW","2321"
"CLARENCE TOWN","NSW","2321"
"CLIFTLEIGH","NSW","2321"
"DUCKENFIELD","NSW","2321"
"DUNS CREEK","NSW","2321"
"GILLIESTON HEIGHTS","NSW","2321"
"GLEN WILLIAM","NSW","2321"
"HEDDON GRETA","NSW","2321"
"HINTON","NSW","2321"
"LOCHINVAR","NSW","2321"
"LUSKINTYRE","NSW","2321"
"MORPETH","NSW","2321"
"OSWALD","NSW","2321"
"PHOENIX PARK","NSW","2321"
"RAWORTH","NSW","2321"
"WOODVILLE","NSW","2321"
"BERESFIELD","NSW","2322"
"BLACK HILL","NSW","2322"
"CHISHOLM","NSW","2322"
"HEXHAM","NSW","2322"
"TARRO","NSW","2322"
"THORNTON","NSW","2322"
"TOMAGO","NSW","2322"
"WOODBERRY","NSW","2322"
"ASHTONFIELD","NSW","2323"
"BRUNKERVILLE","NSW","2323"
"BUCHANAN","NSW","2323"
"EAST MAITLAND","NSW","2323"
"METFORD","NSW","2323"
"MOUNT VINCENT","NSW","2323"
"MULBRING","NSW","2323"
"PITNACREE","NSW","2323"
"TENAMBIT","NSW","2323"
"BRANDY HILL","NSW","2324"
"BUNDABAH","NSW","2324"
"CARRINGTON","NSW","2324"
"EAGLETON","NSW","2324"
"EAST SEAHAM","NSW","2324"
"HAWKS NEST","NSW","2324"
"HEATHERBRAE","NSW","2324"
"KARUAH","NSW","2324"
"LIMEBURNERS CREEK","NSW","2324"
"MILLERS FOREST","NSW","2324"
"NELSONS PLAINS","NSW","2324"
"NORTH ARM COVE","NSW","2324"
"OSTERLEY","NSW","2324"
"PINDIMAR","NSW","2324"
"RAYMOND TERRACE","NSW","2324"
"SEAHAM","NSW","2324"
"SWAN BAY","NSW","2324"
"TEA GARDENS","NSW","2324"
"ABERDARE","NSW","2325"
"ABERNETHY","NSW","2325"
"BELLBIRD","NSW","2325"
"BELLBIRD HEIGHTS","NSW","2325"
"CESSNOCK","NSW","2325"
"ELLALONG","NSW","2325"
"ELRINGTON","NSW","2325"
"GRETA MAIN","NSW","2325"
"KEARSLEY","NSW","2325"
"KITCHENER","NSW","2325"
"LOVEDALE","NSW","2325"
"MILLFIELD","NSW","2325"
"NULKABA","NSW","2325"
"PAXTON","NSW","2325"
"PELTON","NSW","2325"
"ABERMAIN","NSW","2326"
"BISHOPS BRIDGE","NSW","2326"
"NEATH","NSW","2326"
"SAWYERS GULLY","NSW","2326"
"WESTON","NSW","2326"
"KURRI KURRI","NSW","2327"
"PELAW MAIN","NSW","2327"
"STANFORD MERTHYR","NSW","2327"
"DENMAN","NSW","2328"
"HOLLYDEEN","NSW","2328"
"CASSILIS","NSW","2329"
"MERRIWA","NSW","2329"
"BROKE","NSW","2330"
"BULGA","NSW","2330"
"CLYDESDALE","NSW","2330"
"DOYLES CREEK","NSW","2330"
"GLENDON BROOK","NSW","2330"
"HEBDEN","NSW","2330"
"HUNTERVIEW","NSW","2330"
"JERRYS PLAINS","NSW","2330"
"MCDOUGALLS HILL","NSW","2330"
"MILBRODALE","NSW","2330"
"PUTTY","NSW","2330"
"SEDGEFIELD","NSW","2330"
"SINGLETON","NSW","2330"
"SINGLETON HEIGHTS","NSW","2330"
"WATTLE PONDS","NSW","2330"
"WHITTINGHAM","NSW","2330"
"MCCULLYS GAP","NSW","2333"
"MUSCLE CREEK","NSW","2333"
"MUSWELLBROOK","NSW","2333"
"SANDY HOLLOW","NSW","2333"
"WYBONG","NSW","2333"
"GRETA","NSW","2334"
"BELFORD","NSW","2335"
"BRANXTON","NSW","2335"
"EAST BRANXTON","NSW","2335"
"ELDERSLIE","NSW","2335"
"LAMBS VALLEY","NSW","2335"
"LECONFIELD","NSW","2335"
"LOWER BELFORD","NSW","2335"
"NORTH ROTHBURY","NSW","2335"
"ABERDEEN","NSW","2336"
"DARTBROOK","NSW","2336"
"UPPER ROUCHEL","NSW","2336"
"BUNNAN","NSW","2337"
"GLENBAWN","NSW","2337"
"GUNDY","NSW","2337"
"MIDDLE BROOK","NSW","2337"
"MOONAN FLAT","NSW","2337"
"OWENS GAP","NSW","2337"
"PARKVILLE","NSW","2337"
"SCONE","NSW","2337"
"WAVERLY","NSW","2337"
"WINGEN","NSW","2337"
"BLANDFORD","NSW","2338"
"MURRURUNDI","NSW","2338"
"TIMOR","NSW","2338"
"BRAEFIELD","NSW","2339"
"WILLOW TREE","NSW","2339"
"CALALA","NSW","2340"
"CARROLL","NSW","2340"
"DARUKA","NSW","2340"
"EAST TAMWORTH","NSW","2340"
"HALLSVILLE","NSW","2340"
"HILLVUE","NSW","2340"
"KINGSWOOD","NSW","2340"
"MOORE CREEK","NSW","2340"
"NEMINGHA","NSW","2340"
"NORTH TAMWORTH","NSW","2340"
"NUNDLE","NSW","2340"
"OXLEY VALE","NSW","2340"
"SOMERTON","NSW","2340"
"SOUTH TAMWORTH","NSW","2340"
"TAMWORTH","NSW","2340"
"WESTDALE","NSW","2340"
"WEST TAMWORTH","NSW","2340"
"WERRIS CREEK","NSW","2341"
"CURRABUBULA","NSW","2342"
"BLACKVILLE","NSW","2343"
"CAROONA","NSW","2343"
"QUIRINDI","NSW","2343"
"SPRING RIDGE","NSW","2343"
"WALLABADAH","NSW","2343"
"DURI","NSW","2344"
"ATTUNGA","NSW","2345"
"MANILLA","NSW","2346"
"BARRABA","NSW","2347"
"RED HILL","NSW","2347"
"ARMIDALE","NSW","2350"
"HILLGROVE","NSW","2350"
"INVERGOWRIE","NSW","2350"
"SAUMAREZ","NSW","2350"
"SAUMAREZ PONDS","NSW","2350"
"WOLLOMOMBI","NSW","2350"
"KOOTINGAL","NSW","2352"
"LIMBRI","NSW","2352"
"TINTINHULL","NSW","2352"
"MOONBI","NSW","2353"
"KENTUCKY","NSW","2354"
"KENTUCKY SOUTH","NSW","2354"
"NOWENDOC","NSW","2354"
"WALCHA","NSW","2354"
"WALCHA ROAD","NSW","2354"
"WOLLUN","NSW","2354"
"WOOLBROOK","NSW","2354"
"YARROWITCH","NSW","2354"
"BENDEMEER","NSW","2355"
"COONABARABRAN","NSW","2357"
"ARDING","NSW","2358"
"BALALA","NSW","2358"
"KINGSTOWN","NSW","2358"
"ROCKY RIVER","NSW","2358"
"URALLA","NSW","2358"
"BUNDARRA","NSW","2359"
"GRAMAN","NSW","2360"
"INVERELL","NSW","2360"
"ASHFORD","NSW","2361"
"BONSHAW","NSW","2361"
"BEN LOMOND","NSW","2365"
"BLACK MOUNTAIN","NSW","2365"
"GLENCOE","NSW","2365"
"GUYRA","NSW","2365"
"LLANGOTHLIN","NSW","2365"
"MOUNT MITCHELL","NSW","2365"
"SOUTH GUYRA","NSW","2365"
"STANNIFER","NSW","2369"
"TINGHA","NSW","2369"
"DUNDEE","NSW","2370"
"GLEN INNES","NSW","2370"
"RED RANGE","NSW","2370"
"DEEPWATER","NSW","2371"
"EMMAVILLE","NSW","2371"
"STANNUM","NSW","2371"
"TORRINGTON","NSW","2371"
"CULLENDORE","NSW","2372"
"LISTON","NSW","2372"
"SANDY HILL","NSW","2372"
"TENTERFIELD","NSW","2372"
"WILLSONS DOWNFALL","NSW","2372"
"GOOLHI","NSW","2379"
"MULLALEY","NSW","2379"
"GUNNEDAH","NSW","2380"
"BREEZA","NSW","2381"
"CURLEWIS","NSW","2381"
"PREMER","NSW","2381"
"TAMBAR SPRINGS","NSW","2381"
"BOGGABRI","NSW","2382"
"ROWENA","NSW","2387"
"PILLIGA","NSW","2388"
"WEE WAA","NSW","2388"
"BAAN BAA","NSW","2390"
"BOHENA CREEK","NSW","2390"
"BULLAWA CREEK","NSW","2390"
"NARRABRI","NSW","2390"
"BINNAWAY","NSW","2395"
"BARADINE","NSW","2396"
"BELLATA","NSW","2397"
"GURLEY","NSW","2398"
"BINIGUY","NSW","2399"
"PALLAMALLAWA","NSW","2399"
"ASHLEY","NSW","2400"
"MOREE","NSW","2400"
"GRAVESEND","NSW","2401"
"COOLATAI","NSW","2402"
"WARIALDA","NSW","2402"
"WARIALDA RAIL","NSW","2402"
"DELUNGRA","NSW","2403"
"BINGARA","NSW","2404"
"BOOMI","NSW","2405"
"GARAH","NSW","2405"
"MUNGINDI","NSW","2406"
"NORTH STAR","NSW","2408"
"BOGGABILLA","NSW","2409"
"MONKERAI","NSW","2415"
"STROUD ROAD","NSW","2415"
"BANDON GROVE","NSW","2420"
"BENDOLBA","NSW","2420"
"BROOKFIELD","NSW","2420"
"CAMBRA","NSW","2420"
"DUNGOG","NSW","2420"
"HILLDALE","NSW","2420"
"MARTINS CREEK","NSW","2420"
"SALISBURY","NSW","2420"
"WALLAROBBA","NSW","2420"
"PATERSON","NSW","2421"
"TORRYBURN","NSW","2421"
"VACY","NSW","2421"
"WEBBERS CREEK","NSW","2421"
"BARRINGTON","NSW","2422"
"BOWMAN FARM","NSW","2422"
"BUNDOOK","NSW","2422"
"COPELAND","NSW","2422"
"FAULKLAND","NSW","2422"
"FORBESDALE","NSW","2422"
"GLOUCESTER","NSW","2422"
"STRATFORD","NSW","2422"
"WALLANBAH","NSW","2422"
"WARDS RIVER","NSW","2422"
"WAUKIVORY","NSW","2422"
"BOMBAH POINT","NSW","2423"
"BOOLAMBAYTE","NSW","2423"
"BULAHDELAH","NSW","2423"
"BUNGWAHL","NSW","2423"
"COOLONGOLOOK","NSW","2423"
"CRAWFORD RIVER","NSW","2423"
"MARKWELL","NSW","2423"
"MAYERS FLAT","NSW","2423"
"NERONG","NSW","2423"
"SEAL ROCKS","NSW","2423"
"TOPI TOPI","NSW","2423"
"WANG WAUK","NSW","2423"
"WILLINA","NSW","2423"
"WOOTTON","NSW","2423"
"KNORRIT FLAT","NSW","2424"
"MOUNT GEORGE","NSW","2424"
"ALLWORTH","NSW","2425"
"BOORAL","NSW","2425"
"GIRVAN","NSW","2425"
"STROUD","NSW","2425"
"THE BRANCH","NSW","2425"
"COOPERNOOK","NSW","2426"
"LANGLEY VALE","NSW","2426"
"MOTO","NSW","2426"
"CROWDY HEAD","NSW","2427"
"HARRINGTON","NSW","2427"
"BLUEYS BEACH","NSW","2428"
"BOOMERANG BEACH","NSW","2428"
"CHARLOTTE BAY","NSW","2428"
"COOMBA BAY","NSW","2428"
"COOMBA PARK","NSW","2428"
"DARAWANK","NSW","2428"
"ELIZABETH BEACH","NSW","2428"
"FORSTER","NSW","2428"
"GREEN POINT","NSW","2428"
"PACIFIC PALMS","NSW","2428"
"SHALLOW BAY","NSW","2428"
"SMITHS LAKE","NSW","2428"
"TARBUCK BAY","NSW","2428"
"TUNCURRY","NSW","2428"
"BOBIN","NSW","2429"
"BOORGANNA","NSW","2429"
"BUCCA WAUKA","NSW","2429"
"BUNYAH","NSW","2429"
"BURRELL CREEK","NSW","2429"
"CEDAR PARTY","NSW","2429"
"COMBOYNE","NSW","2429"
"DYERS CROSSING","NSW","2429"
"ELANDS","NSW","2429"
"FIREFLY","NSW","2429"
"KILLABAKH","NSW","2429"
"KILLAWARRA","NSW","2429"
"KIMBRIKI","NSW","2429"
"KRAMBACH","NSW","2429"
"MARLEE","NSW","2429"
"MOORAL CREEK","NSW","2429"
"WHERROL FLAT","NSW","2429"
"WINGHAM","NSW","2429"
"BLACK HEAD","NSW","2430"
"BOHNOCK","NSW","2430"
"BRIMBIN","NSW","2430"
"CROKI","NSW","2430"
"CUNDLETOWN","NSW","2430"
"DIAMOND BEACH","NSW","2430"
"DUMARESQ ISLAND","NSW","2430"
"FAILFORD","NSW","2430"
"GLENTHORNE","NSW","2430"
"HALLIDAYS POINT","NSW","2430"
"KOORAINGHAT","NSW","2430"
"KUNDLE KUNDLE","NSW","2430"
"LANSDOWNE","NSW","2430"
"MANNING POINT","NSW","2430"
"MELINGA","NSW","2430"
"MITCHELLS ISLAND","NSW","2430"
"OLD BAR","NSW","2430"
"OXLEY ISLAND","NSW","2430"
"PAMPOOLAH","NSW","2430"
"POSSUM BRUSH","NSW","2430"
"RAINBOW FLAT","NSW","2430"
"RED HEAD","NSW","2430"
"TALLWOODS VILLAGE","NSW","2430"
"TAREE","NSW","2430"
"TAREE SOUTH","NSW","2430"
"TAREE WEST","NSW","2430"
"TINONEE","NSW","2430"
"UPPER LANSDOWNE","NSW","2430"
"WALLABI POINT","NSW","2430"
"ARAKOON","NSW","2431"
"JERSEYVILLE","NSW","2431"
"SOUTH WEST ROCKS","NSW","2431"
"BATAR CREEK","NSW","2439"
"BOBS CREEK","NSW","2439"
"HERONS CREEK","NSW","2439"
"KENDALL","NSW","2439"
"KEW","NSW","2439"
"LOGANS CROSSING","NSW","2439"
"LORNE","NSW","2439"
"ROSSGLEN","NSW","2439"
"UPSALLS CREEK","NSW","2439"
"ALDAVILLA","NSW","2440"
"BELLBROOK","NSW","2440"
"BELLIMBOPINNI","NSW","2440"
"BELMORE RIVER","NSW","2440"
"CLYBUCCA","NSW","2440"
"COLLOMBATTI","NSW","2440"
"CRESCENT HEAD","NSW","2440"
"DONDINGALONG","NSW","2440"
"EAST KEMPSEY","NSW","2440"
"EUROKA","NSW","2440"
"FREDERICKTON","NSW","2440"
"GLADSTONE","NSW","2440"
"GREENHILL","NSW","2440"
"HAT HEAD","NSW","2440"
"KEMPSEY","NSW","2440"
"KINCHELA","NSW","2440"
"MOONEBA","NSW","2440"
"POLA CREEK","NSW","2440"
"SEVEN OAKS","NSW","2440"
"SKILLION FLAT","NSW","2440"
"SMITHTOWN","NSW","2440"
"SOUTH KEMPSEY","NSW","2440"
"SUMMER ISLAND","NSW","2440"
"TEMAGOG","NSW","2440"
"TOOROOKA","NSW","2440"
"VERGES CREEK","NSW","2440"
"WEST KEMPSEY","NSW","2440"
"WILLAWARRIN","NSW","2440"
"WILLI WILLI","NSW","2440"
"YARRAVEL","NSW","2440"
"ALLGOMERA","NSW","2441"
"BARRAGANYATTI","NSW","2441"
"COOPERABUNG","NSW","2441"
"EUNGAI CREEK","NSW","2441"
"EUNGAI RAIL","NSW","2441"
"FISHERMANS REACH","NSW","2441"
"GRASSY HEAD","NSW","2441"
"KUNDABUNG","NSW","2441"
"ROLLANDS PLAINS","NSW","2441"
"STUARTS POINT","NSW","2441"
"TAMBAN","NSW","2441"
"TELEGRAPH POINT","NSW","2441"
"UPPER ROLLANDS PLAINS","NSW","2441"
"YARRAHAPINNI","NSW","2441"
"CAMDEN HEAD","NSW","2443"
"CORALVILLE","NSW","2443"
"DEAUVILLE","NSW","2443"
"DUNBOGAN","NSW","2443"
"HANNAM VALE","NSW","2443"
"JOHNS RIVER","NSW","2443"
"LAKEWOOD","NSW","2443"
"LAURIETON","NSW","2443"
"MIDDLE BROTHER","NSW","2443"
"MOORLAND","NSW","2443"
"NORTH HAVEN","NSW","2443"
"STEWARTS RIVER","NSW","2443"
"WAITUI","NSW","2443"
"WEST HAVEN","NSW","2443"
"BLACKMANS POINT","NSW","2444"
"NORTH SHORE","NSW","2444"
"PORT MACQUARIE","NSW","2444"
"RIVERSIDE","NSW","2444"
"THRUMSTER","NSW","2444"
"BONNY HILLS","NSW","2445"
"LAKE CATHIE","NSW","2445"
"BAGNOO","NSW","2446"
"BEECHWOOD","NSW","2446"
"BYABARRA","NSW","2446"
"CROSSLANDS","NSW","2446"
"ELLENBOROUGH","NSW","2446"
"HOLLISDALE","NSW","2446"
"HUNTINGDON","NSW","2446"
"KING CREEK","NSW","2446"
"LAKE INNES","NSW","2446"
"LONG FLAT","NSW","2446"
"MORTONS CREEK","NSW","2446"
"PEMBROOKE","NSW","2446"
"RAWDON ISLAND","NSW","2446"
"REDBANK","NSW","2446"
"ROSEWOOD","NSW","2446"
"SANCROX","NSW","2446"
"WAUCHOPE","NSW","2446"
"YIPPIN CREEK","NSW","2446"
"BURRAPINE","NSW","2447"
"CONGARINNI","NSW","2447"
"CONGARINNI NORTH","NSW","2447"
"DONNELLYVILLE","NSW","2447"
"GUMMA","NSW","2447"
"MACKSVILLE","NSW","2447"
"NEWEE CREEK","NSW","2447"
"NORTH MACKSVILLE","NSW","2447"
"SCOTTS HEAD","NSW","2447"
"TALARM","NSW","2447"
"TAYLORS ARM","NSW","2447"
"THUMB CREEK","NSW","2447"
"UPPER TAYLORS ARM","NSW","2447"
"UTUNGUN","NSW","2447"
"WARRELL CREEK","NSW","2447"
"WAY WAY","NSW","2447"
"WIRRIMBI","NSW","2447"
"YARRANBELLA","NSW","2447"
"HYLAND PARK","NSW","2448"
"NAMBUCCA HEADS","NSW","2448"
"VALLA","NSW","2448"
"VALLA BEACH","NSW","2448"
"ARGENTS HILL","NSW","2449"
"BOWRAVILLE","NSW","2449"
"BUCKRA BENDINNI","NSW","2449"
"MISSABOTTI","NSW","2449"
"SOUTH ARM","NSW","2449"
"TEWINGA","NSW","2449"
"BOAMBEE","NSW","2450"
"BONVILLE","NSW","2450"
"BUCCA","NSW","2450"
"COFFS HARBOUR","NSW","2450"
"COFFS HARBOUR JETTY","NSW","2450"
"CORAMBA","NSW","2450"
"GLENREAGH","NSW","2450"
"KARANGI","NSW","2450"
"KORORA","NSW","2450"
"LOWANNA","NSW","2450"
"MOONEE BEACH","NSW","2450"
"NANA GLEN","NSW","2450"
"NORTH BOAMBEE VALLEY","NSW","2450"
"SAPPHIRE BEACH","NSW","2450"
"UPPER ORARA","NSW","2450"
"BOAMBEE EAST","NSW","2452"
"SAWTELL","NSW","2452"
"TOORMINA","NSW","2452"
"BILLYS CREEK","NSW","2453"
"BOSTOBRICK","NSW","2453"
"DORRIGO","NSW","2453"
"DUNDURRABIN","NSW","2453"
"EBOR","NSW","2453"
"FERNBROOK","NSW","2453"
"MEGAN","NSW","2453"
"NORTH DORRIGO","NSW","2453"
"TYRINGHAM","NSW","2453"
"BELLINGEN","NSW","2454"
"BRIERFIELD","NSW","2454"
"DARKWOOD","NSW","2454"
"FERNMOUNT","NSW","2454"
"GLENIFFER","NSW","2454"
"KALANG","NSW","2454"
"MYLESTOM","NSW","2454"
"RALEIGH","NSW","2454"
"REPTON","NSW","2454"
"THORA","NSW","2454"
"VALERY","NSW","2454"
"URUNGA","NSW","2455"
"ARRAWARRA","NSW","2456"
"ARRAWARRA HEADLAND","NSW","2456"
"CORINDI BEACH","NSW","2456"
"DIRTY CREEK","NSW","2456"
"EMERALD BEACH","NSW","2456"
"MULLAWAY","NSW","2456"
"RED ROCK","NSW","2456"
"SAFETY BEACH","NSW","2456"
"SANDY BEACH","NSW","2456"
"UPPER CORINDI","NSW","2456"
"WOOLGOOLGA","NSW","2456"
"ALUMY CREEK","NSW","2460"
"BANYABBA","NSW","2460"
"BARCOONGERE","NSW","2460"
"BLAXLANDS CREEK","NSW","2460"
"BRAUNSTONE","NSW","2460"
"BRUSHGROVE","NSW","2460"
"CARRS CREEK","NSW","2460"
"CLARENZA","NSW","2460"
"COPMANHURST","NSW","2460"
"COUTTS CROSSING","NSW","2460"
"COWPER","NSW","2460"
"EATONSVILLE","NSW","2460"
"EIGHTEEN MILE","NSW","2460"
"ELLAND","NSW","2460"
"GRAFTON","NSW","2460"
"GREAT MARLOW","NSW","2460"
"HALFWAY CREEK","NSW","2460"
"JUNCTION HILL","NSW","2460"
"KOOLKHAN","NSW","2460"
"KREMNOS","NSW","2460"
"KUNGALA","NSW","2460"
"LANITZA","NSW","2460"
"LAWRENCE","NSW","2460"
"LOWER SOUTHGATE","NSW","2460"
"MOLEVILLE CREEK","NSW","2460"
"MOUNTAIN VIEW","NSW","2460"
"NYMBOIDA","NSW","2460"
"PUNCHBOWL","NSW","2460"
"RUSHFORTH","NSW","2460"
"SEELANDS","NSW","2460"
"SHANNONDALE","NSW","2460"
"SOUTHGATE","NSW","2460"
"SOUTH GRAFTON","NSW","2460"
"THE WHITEMAN","NSW","2460"
"TYNDALE","NSW","2460"
"UPPER COPMANHURST","NSW","2460"
"UPPER FINE FLOWER","NSW","2460"
"WATERVIEW HEIGHTS","NSW","2460"
"WELLS CROSSING","NSW","2460"
"WHITEMAN CREEK","NSW","2460"
"COLDSTREAM","NSW","2462"
"DIGGERS CAMP","NSW","2462"
"MINNIE WATER","NSW","2462"
"PILLAR VALLEY","NSW","2462"
"SWAN CREEK","NSW","2462"
"TUCABIA","NSW","2462"
"ULMARRA","NSW","2462"
"WOOLI","NSW","2462"
"ASHBY","NSW","2463"
"ASHBY HEIGHTS","NSW","2463"
"BROOMS HEAD","NSW","2463"
"GULMARRAD","NSW","2463"
"ILARWILL","NSW","2463"
"JACKY BULBIN FLAT","NSW","2463"
"JAMES CREEK","NSW","2463"
"MACLEAN","NSW","2463"
"PALMERS CHANNEL","NSW","2463"
"PALMERS ISLAND","NSW","2463"
"SANDON","NSW","2463"
"TALOUMBI","NSW","2463"
"TOWNSEND","NSW","2463"
"TULLYMORGAN","NSW","2463"
"WOODFORD","NSW","2463"
"WOODFORD ISLAND","NSW","2463"
"ANGOURIE","NSW","2464"
"MICALO ISLAND","NSW","2464"
"WOOLOWEYAH","NSW","2464"
"YAMBA","NSW","2464"
"HARWOOD","NSW","2465"
"ILUKA","NSW","2466"
"WOODY HEAD","NSW","2466"
"BONALBO","NSW","2469"
"BUNGAWALBIN","NSW","2469"
"CHATSWORTH","NSW","2469"
"DRAKE","NSW","2469"
"DRAKE VILLAGE","NSW","2469"
"EWINGAR","NSW","2469"
"GOODWOOD ISLAND","NSW","2469"
"MALLANGANEE","NSW","2469"
"MORORO","NSW","2469"
"MUMMULGUM","NSW","2469"
"MYRTLE CREEK","NSW","2469"
"OLD BONALBO","NSW","2469"
"RAPPVILLE","NSW","2469"
"SANDILANDS","NSW","2469"
"TABULAM","NSW","2469"
"WARREGAH ISLAND","NSW","2469"
"WHIPORIE","NSW","2469"
"WOOMBAH","NSW","2469"
"BACKMEDE","NSW","2470"
"CASINO","NSW","2470"
"COOMBELL","NSW","2470"
"DYRAABA","NSW","2470"
"ELLANGOWAN","NSW","2470"
"FAIRY HILL","NSW","2470"
"IRVINGTON","NSW","2470"
"LEEVILLE","NSW","2470"
"NAUGHTONS GAP","NSW","2470"
"NORTH CASINO","NSW","2470"
"PIORA","NSW","2470"
"SHANNON BROOK","NSW","2470"
"SPRING GROVE","NSW","2470"
"STRATHEDEN","NSW","2470"
"TOMKI","NSW","2470"
"WOODVIEW","NSW","2470"
"YORKLEA","NSW","2470"
"BORA RIDGE","NSW","2471"
"CODRINGTON","NSW","2471"
"CORAKI","NSW","2471"
"GREENRIDGE","NSW","2471"
"NORTH WOODBURN","NSW","2471"
"SWAN BAY","NSW","2471"
"TATHAM","NSW","2471"
"WEST CORAKI","NSW","2471"
"BROADWATER","NSW","2472"
"NEW ITALY","NSW","2472"
"RILEYS HILL","NSW","2472"
"TABBIMOBLE","NSW","2472"
"THE GAP","NSW","2472"
"WOODBURN","NSW","2472"
"DOONBAH","NSW","2473"
"EVANS HEAD","NSW","2473"
"BARKERS VALE","NSW","2474"
"CAWONGLA","NSW","2474"
